DATE,HOUSE #,STREET,ADDRESS,CITY,STATE,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
2/3/2018,6120,GLENMAY DR ,6120 GLENMAY DR ,Knoxville,TN,,,,alley needs trimmed,,
2/3/2018,6312,CADBURY DR,6312 CADBURY DR,Knoxville,TN,,x,,,,
2/3/2018,6521,S NORTHSHORE DR,6521 S NORTHSHORE DR,Knoxville,TN,,x,,,,
2/3/2018,6709,GLENMORE CIR,6709 GLENMORE CIR,Knoxville,TN,,x,,,,
2/3/2018,6901,ELLESMERE DR,6901 ELLESMERE DR,Knoxville,TN,,x,,,,
2/3/2018,7017,KINZALOW DR,7017 KINZALOW DR,Knoxville,TN,,x,,,,
2/3/2018,7117,SHADYLAND DR,7117 SHADYLAND DR,Knoxville,TN,,x,,,,
2/3/2018,7238,ASHBURTON DR,7238 ASHBURTON DR,Knoxville,TN,,x,,,,
2/3/2018,7351,MANDERLY WAY,7351 MANDERLY WAY,Knoxville,TN,,x,,,,
2/3/2018,7537,LUSCOMBE DR,7537 LUSCOMBE DR,Knoxville,TN,,x,,,,
2/3/2018,7725,LUSCOMBE DR,7725 LUSCOMBE DR,Knoxville,TN,,x,,,,
2/3/2018,7914,GLEASON DR,7914 GLEASON DR,Knoxville,TN,,X,,,,
2/3/2018,8050,ELLISVILLE LN,8050 ELLISVILLE LN,Knoxville,TN,,x,,,,
2/3/2018,8317,CHADWICK DR,8317 CHADWICK DR,Knoxville,TN,,x,,,,
2/3/2018,3004 B,BORIGHT DR,3004 B BORIGHT DR,Knoxville,TN,,x,,,,
2/4/2018,102,LAKE FOREST DR,102 LAKE FOREST DR,Knoxville,TN,,x,,,,
2/4/2018,114,MAYFLOWER DR,114 MAYFLOWER DR,Knoxville,TN,,x,,,,
2/4/2018,127,LARRY DR,127 LARRY DR,Knoxville,TN,,x,,,,
2/4/2018,201,CAMPUS LN,201 CAMPUS LN,Knoxville,TN,x,,,,,
2/4/2018,208,FERN ST,208 FERN ST,Knoxville,TN,,x,,,,
2/4/2018,217,ADAIR DR ,217 ADAIR DR ,Knoxville,TN,x,,,toilet at street (remodel material),,
2/4/2018,228,OGLEWOOD AVE,228 OGLEWOOD AVE,Knoxville,TN,,x,,,,
2/4/2018,301,W HILLS RD,301 W HILLS RD,Knoxville,TN,x,,,,,
2/4/2018,309,JAMEY ST,309 JAMEY ST,Knoxville,TN,x,,,,,
2/4/2018,318,HARTFORD RD,318 HARTFORD RD,Knoxville,TN,,,,,,
2/4/2018,400,E COLUMBIA AVE,400 E COLUMBIA AVE,Knoxville,TN,,x,,,,
2/4/2018,410,HASTINGS LN,410 HASTINGS LN,Knoxville,TN,,x,,,,
2/4/2018,422,WOODLAWN GARDENS WAY,422 WOODLAWN GARDENS WAY,Knoxville,TN,,x,,,,
2/4/2018,459,E HILLVALE TURN,459 E HILLVALE TURN,Knoxville,TN,,x,,,,
2/4/2018,508,NAVINS LN,508 NAVINS LN,Knoxville,TN,,x,,,,
2/4/2018,522,E MOODY AVE,522 E MOODY AVE,Knoxville,TN,,x,,,,
2/4/2018,602,CASWELL AVE,602 CASWELL AVE,Knoxville,TN,,x,,blocked by a red truck,,
2/4/2018,616,W GLENWOOD AVE,616 W GLENWOOD AVE,Knoxville,TN,X, ,,,,
2/4/2018,701,GREENSBORO WAY,701 GREENSBORO WAY,Knoxville,TN,,x,,,,
2/4/2018,713,NORAGATE RD,713 NORAGATE RD,Knoxville,TN,,x,,,,
2/4/2018,726,MAYNARD AVE,726 MAYNARD AVE,Knoxville,TN,,x,,,,
2/4/2018,801,AVICE LENNON ST,801 AVICE LENNON ST,Knoxville,TN,,X,,,,
2/4/2018,813,GLENOAKS DR,813 GLENOAKS DR,Knoxville,TN,,x,,,,
2/4/2018,851,BLUE SPRUCE WAY,851 BLUE SPRUCE WAY,Knoxville,TN,,x,,,,
2/4/2018,911,LUTTRELL ST,911 LUTTRELL ST,Knoxville,TN,,x,,,,
2/4/2018,930,MILLINGTON PARK WAY,930 MILLINGTON PARK WAY,Knoxville,TN,,x,,,,
2/4/2018,1005,CUMBERLAND VIEW CIR,1005 CUMBERLAND VIEW CIR,Knoxville,TN,x,,,,,
2/4/2018,1018,E NOKOMIS CIR,1018 E NOKOMIS CIR,Knoxville,TN,x,,,,,
2/4/2018,1047,ADDISON ST,1047 ADDISON ST,Knoxville,TN,,x,,,,
2/4/2018,1109,WEBSTER GROVES LN,1109 WEBSTER GROVES LN,Knoxville,TN,,x,,,,
2/4/2018,1121,ELEANOR ST,1121 ELEANOR ST,Knoxville,TN,,x,,,,
2/4/2018,1200,GRIST MILL CIR,1200 GRIST MILL CIR,Knoxville,TN,,x,,,,
2/4/2018,1215,HIGHLAND DR,1215 HIGHLAND DR,Knoxville,TN,x,,,,,
2/4/2018,1268,GRENOBLE DR,1268 GRENOBLE DR,Knoxville,TN,x,,,,,
2/4/2018,1311,PERSHING HILL LN,1311 PERSHING HILL LN,Knoxville,TN,x,,,,,
2/4/2018,1329,BURTON RD,1329 BURTON RD,Knoxville,TN,x,,,,,
2/4/2018,1410,MAPLE DR,1410 MAPLE DR,Knoxville,TN,,x ,,,,
2/4/2018,1429,DICK LONAS RD,1429 DICK LONAS RD,Knoxville,TN,,x ,,,,
2/4/2018,1513,HOLMAN RD,1513 HOLMAN RD,Knoxville,TN,,,x ,,,
2/4/2018,1542,LOUISIANA AVE,1542 LOUISIANA AVE,Knoxville,TN,,,x,,,
2/4/2018,1615,AGAWELA AVE,1615 AGAWELA AVE,Knoxville,TN,,x,,,,
2/4/2018,1641,ROSEDALE AVE,1641 ROSEDALE AVE,Knoxville,TN,,x ,,,,
2/4/2018,1709,WESTCHESTER DR,1709 WESTCHESTER DR,Knoxville,TN,,x,,,,
2/4/2018,1722,FAIR DR,1722 FAIR DR,Knoxville,TN,,,,,,
2/4/2018,1804,E GLENWOOD AVE,1804 E GLENWOOD AVE,Knoxville,TN,,x,,,,
2/4/2018,1844,COMMUNITY DR,1844 COMMUNITY DR,Knoxville,TN,,,,builking material in toter ,,
2/4/2018,1911,EARL AVE,1911 EARL AVE,Knoxville,TN,,x ,,,,
2/4/2018,1931,LOCARNO DR,1931 LOCARNO DR,Knoxville,TN,,,,king size bed and box spring ,,
2/4/2018,2006,CECIL AVE,2006 CECIL AVE,Knoxville,TN,x,,,extra toter,,
2/4/2018,2021,PRICE AVE,2021 PRICE AVE,Knoxville,TN,x ,,,bag on sidewalk ,,
2/4/2018,2101,STOCKBRIDGE LN,2101 STOCKBRIDGE LN,Knoxville,TN,,X,,,,
2/4/2018,2116,HILLSBORO HTS,2116 HILLSBORO HTS,Knoxville,TN,x ,,,"A,B,C,D,",,
2/4/2018,2174,HILLSBORO HTS,2174 HILLSBORO HTS,Knoxville,TN,,x,,,,
2/4/2018,2214,HARVEY ST,2214 HARVEY ST,Knoxville,TN,,x,,,,
2/4/2018,2241,WOODS SMITH RD,2241 WOODS SMITH RD,Knoxville,TN,,x ,,,,
2/4/2018,2308,ROBINSON RIDGE CT,2308 ROBINSON RIDGE CT,Knoxville,TN,x ,,,,,
2/4/2018,2322,CEDAR LN,2322 CEDAR LN,Knoxville,TN,,x,,,,
2/4/2018,2402,RIDGECREST DR,2402 RIDGECREST DR,Knoxville,TN,x ,,,move out ,,
2/4/2018,2422,BROWN AVE,2422 BROWN AVE,Knoxville,TN,,x ,,,,
2/4/2018,2474,MAPLE CREST LN,2474 MAPLE CREST LN,Knoxville,TN,,x,,,,
2/4/2018,2518,E 5TH AVE,2518 E 5TH AVE,Knoxville,TN,,x,,,,
2/4/2018,2601,GASTON AVE,2601 GASTON AVE,Knoxville,TN,,x ,,,,
2/4/2018,2630,NICHOLS AVE,2630 NICHOLS AVE,Knoxville,TN,x ,,,,,
2/4/2018,2716,EDGEWOOD AVE,2716 EDGEWOOD AVE,Knoxville,TN,,x,x ,,,
2/4/2018,2809,KINGSTON PIKE,2809 KINGSTON PIKE,Knoxville,TN,,x ,,,,
2/4/2018,2840,JEFFERSON AVE,2840 JEFFERSON AVE,Knoxville,TN,x ,,,ex personal toter ,,
2/4/2018,2914,LA VILLAS DR,2914 LA VILLAS DR,Knoxville,TN,x,,,,,
2/4/2018,2949,BUFFAT MILL RD,2949 BUFFAT MILL RD,Knoxville,TN,,x ,,,,
2/4/2018,3027,OAKLEIGH TOWNSHIP DR,3027 OAKLEIGH TOWNSHIP DR,Knoxville,TN,,x ,,,,
2/4/2018,3107,N HILLS BLVD,3107 N HILLS BLVD,Knoxville,TN,,x,,,,
2/4/2018,3121,CONNER DR,3121 CONNER DR,Knoxville,TN,,x,,,,
2/4/2018,3205,BELLEVUE ST,3205 BELLEVUE ST,Knoxville,TN,x,,,bags on ground ,,
2/4/2018,3227,DEER LAKE DR,3227 DEER LAKE DR,Knoxville,TN,,x ,,,,
2/4/2018,3312,FAIRMONT BLVD,3312 FAIRMONT BLVD,Knoxville,TN,,x,,,,
2/4/2018,3366,MIDWAY ST,3366 MIDWAY ST,Knoxville,TN,,x,,,,
2/4/2018,3423,FOUNTAIN PARK BLVD,3423 FOUNTAIN PARK BLVD,Knoxville,TN,,x,,,,
2/4/2018,3511,MOUNT DR,3511 MOUNT DR,Knoxville,TN,x,,,bags,,
2/4/2018,3612,SPRUCEWOOD RD,3612 SPRUCEWOOD RD,Knoxville,TN,,x,,,,
2/4/2018,3712,LUCINDA DR,3712 LUCINDA DR,Knoxville,TN,,x,,,,
2/4/2018,3810,WOODLAKE DR,3810 WOODLAKE DR,Knoxville,TN,,x,,,,
2/4/2018,3900,PORTER AVE,3900 PORTER AVE,Knoxville,TN,,x,,,,
2/4/2018,3930,SULLIVAN RD,3930 SULLIVAN RD,Knoxville,TN,,x,,,,
2/4/2018,4019,ASHEVILLE HWY,4019 ASHEVILLE HWY,Knoxville,TN,,x,,,,
2/4/2018,4108,MASCARENE RD,4108 MASCARENE RD,Knoxville,TN,,x,,,,
2/4/2018,4146,JOMANDOWA DR,4146 JOMANDOWA DR,Knoxville,TN,,x ,,,,
2/4/2018,4211,MONTSERRAT LN,4211 MONTSERRAT LN,Knoxville,TN,,x,,,,
2/4/2018,4300,MCCAMPBELL LN,4300 MCCAMPBELL LN,Knoxville,TN,,x,,,,
2/4/2018,4312,DAVRON LN,4312 DAVRON LN,Knoxville,TN,,x,,,,
2/4/2018,4400,GALBRAITH SCHOOL RD,4400 GALBRAITH SCHOOL RD,Knoxville,TN,,x ,,,,
2/4/2018,4414,DOVE LN,4414 DOVE LN,Knoxville,TN,,x,,,,
2/4/2018,4505,GREENDALE RD,4505 GREENDALE RD,Knoxville,TN,,x,,,,
2/4/2018,4601,BRUHIN RD,4601 BRUHIN RD,Knoxville,TN,x,,,dresser ,,
2/4/2018,4627,MARTIN MILL PIKE,4627 MARTIN MILL PIKE,Knoxville,TN,,x,,,,
2/4/2018,4720,SANTALA DR,4720 SANTALA DR,Knoxville,TN,,x,,,,
2/4/2018,4813,FARLAND DR,4813 FARLAND DR,Knoxville,TN,x,,,soccer goal ,,
2/4/2018,4909,INSKIP RD,4909 INSKIP RD,Knoxville,TN,,x,,,,
2/4/2018,5003,ELIZABETH RD,5003 ELIZABETH RD,Knoxville,TN,,x,,,,
2/4/2018,5032,LYONS VIEW PIKE ,5032 LYONS VIEW PIKE ,Knoxville,TN,,x,,,,
2/4/2018,5122,KOHLMIER RD,5122 KOHLMIER RD,Knoxville,TN,,x,,,,
2/4/2018,5213,HAYNES-STERCHI RD,5213 HAYNES-STERCHI RD,Knoxville,TN,,x,,,,
2/4/2018,5305,CLAIRIDGE RD,5305 CLAIRIDGE RD,Knoxville,TN,,x,,,,
2/4/2018,5341,GAINESWOOD RD,5341 GAINESWOOD RD,Knoxville,TN,,x,,,,
2/4/2018,5413,CROOKED PINE LN,5413 CROOKED PINE LN,Knoxville,TN,,x ,,,,
2/4/2018,5502,PAULA RD,5502 PAULA RD,Knoxville,TN,,x,,blocked by van,,
2/4/2018,5520,BRIERCLIFF RD,5520 BRIERCLIFF RD,Knoxville,TN,,x,,,,
2/4/2018,5610,CHAPMAN HWY,5610 CHAPMAN HWY,Knoxville,TN,x,,,2 personal cans,,
2/4/2018,5700,BLUEWOOD LN,5700 BLUEWOOD LN,Knoxville,TN,,x,,,,
2/4/2018,5714,HOLSTON HILLS RD,5714 HOLSTON HILLS RD,Knoxville,TN,x,,,,,
2/4/2018,5805,DODGE RD,5805 DODGE RD,Knoxville,TN,,x,,,,
2/4/2018,5851,LUCILE LN,5851 LUCILE LN,Knoxville,TN,,x,,,,
2/4/2018,5917,CONGRESS LN,5917 CONGRESS LN,Knoxville,TN,,x,,,,
2/4/2018,6000,LILYWOOD LN,6000 LILYWOOD LN,Knoxville,TN,,x,,,,
2/4/2018,6027,WILKERSON RD,6027 WILKERSON RD,Knoxville,TN,,x,,,,
2/4/2018,6120,WADE LN,6120 WADE LN,Knoxville,TN,,x,,,,
2/4/2018,6312,LILYWOOD LN,6312 LILYWOOD LN,Knoxville,TN,,x,,,,
2/4/2018,6521,TEWKSBURY DR,6521 TEWKSBURY DR,Knoxville,TN,,x,,,,
2/4/2018,6709,MALLARD LN,6709 MALLARD LN,Knoxville,TN,,x,,,,
2/4/2018,6901,PEMMBROOKE SHIRE LN,6901 PEMMBROOKE SHIRE LN,Knoxville,TN,,x,,,,
2/4/2018,7017,OLD KENT DR,7017 OLD KENT DR,Knoxville,TN,,x,,,,
2/4/2018,7117,SHEFFIELD DR,7117 SHEFFIELD DR,Knoxville,TN,,x,,,,
2/4/2018,7238,WELLSWOOD LN,7238 WELLSWOOD LN,Knoxville,TN,,x,,,,
2/4/2018,7352,MISTY MEADOW PL,7352 MISTY MEADOW PL,Knoxville,TN,,x,,,,
2/4/2018,7537,LUSCOMBE DR,7537 LUSCOMBE DR,Knoxville,TN,,x,,,,
2/4/2018,7725,LUXMORE DR,7725 LUXMORE DR,Knoxville,TN,,x,,,,
2/4/2018,7914,GLEASON DR,7914 GLEASON DR,Knoxville,TN,,X,,,,
2/4/2018,8050,PEPPERDINE WAY,8050 PEPPERDINE WAY,Knoxville,TN,,x,,,,
2/4/2018,8318,ALEXANDER CAVET DR,8318 ALEXANDER CAVET DR,Knoxville,TN,x,,,chair,,
2/4/2018,3004 B,BORIGHT DR,3004 B BORIGHT DR,Knoxville,TN,,x,,,,
2/5/2018,102,LAKE VIEW DR,102 LAKE VIEW DR,Knoxville,TN,,x,,,,
2/5/2018,114,ROSE DR,114 ROSE DR,Knoxville,TN,,x,,,,
2/5/2018,127,LEONARD PL,127 LEONARD PL,Knoxville,TN,,x,,,,
2/5/2018,201,CENTURY CT,201 CENTURY CT,Knoxville,TN,x,,,,,
2/5/2018,208,GEORGE BOUNDS RD,208 GEORGE BOUNDS RD,Knoxville,TN,,x,,needs city can,,
2/5/2018,217,BAXTER AVE,217 BAXTER AVE,Knoxville,TN,,x,,,,
2/5/2018,228,RIGGS AVE,228 RIGGS AVE,Knoxville,TN,,,,,,
2/5/2018,301,WATAUGA DR,301 WATAUGA DR,Knoxville,TN,,x,,Blocked,,
2/5/2018,309,KENNON RD,309 KENNON RD,Knoxville,TN,x,,,,,
2/5/2018,318,LAYDEN DR,318 LAYDEN DR,Knoxville,TN,,x,,,,
2/5/2018,400,E SPRINGDALE AVE,400 E SPRINGDALE AVE,Knoxville,TN,,x,,,,
2/5/2018,410,HOUSTON ST,410 HOUSTON ST,Knoxville,TN,,x,,,,
2/5/2018,422,AVENUE B,422 AVENUE B,Knoxville,TN,x,,,,,
2/5/2018,460,BOXWOOD SQ,460 BOXWOOD SQ,Knoxville,TN,,x,,,,
2/5/2018,508,NOBSCOT RD,508 NOBSCOT RD,Knoxville,TN,x,,,,,
2/5/2018,522,E OAK HILL AVE,522 E OAK HILL AVE,Knoxville,TN,,x,,,,
2/5/2018,602,FOREST HEIGHTS RD,602 FOREST HEIGHTS RD,Knoxville,TN,x,,,,,
2/5/2018,616,BALSAM DR,616 BALSAM DR,Knoxville,TN,,X,,,,
2/5/2018,701,GRESHAM RD,701 GRESHAM RD,Knoxville,TN,,x,,,,
2/5/2018,713,OLIVER RD,713 OLIVER RD,Knoxville,TN,,x,,,,
2/5/2018,726,METLER DR,726 METLER DR,Knoxville,TN,,x,,,,
2/5/2018,801,BANKS AVE,801 BANKS AVE,Knoxville,TN,X,,,,,
2/5/2018,813,GRESHAM RD,813 GRESHAM RD,Knoxville,TN,,x,,,,
2/5/2018,851,FREEMASON ST,851 FREEMASON ST,Knoxville,TN,x,,,,,
2/5/2018,911,MILLINGTON PARK WAY,911 MILLINGTON PARK WAY,Knoxville,TN,,x,,,,
2/5/2018,930,PINEY GROVE CHURCH RD,930 PINEY GROVE CHURCH RD,Knoxville,TN,,x,,,,
2/5/2018,1005,DRIVE D,1005 DRIVE D,Knoxville,TN,,x,,,,
2/5/2018,1018,E RED BUD RD ,1018 E RED BUD RD ,Knoxville,TN,x,,,,,
2/5/2018,1048,CRAIGLAND CT,1048 CRAIGLAND CT,Knoxville,TN,x,,,,,
2/5/2018,1109,WITHLOW DR,1109 WITHLOW DR,Knoxville,TN,,x,,,,
2/5/2018,1121,FAIRFAX AVE,1121 FAIRFAX AVE,Knoxville,TN,,x,,,,
2/5/2018,1200,HARMONY LN,1200 HARMONY LN,Knoxville,TN,,x,,king mattress,,
2/5/2018,1215,LUTTRELL ST,1215 LUTTRELL ST,Knoxville,TN,,x,,,,
2/5/2018,1268,GRENOBLE DR,1268 GRENOBLE DR,Knoxville,TN,x,,,,,
2/5/2018,1311,SCOTSBURY CIR,1311 SCOTSBURY CIR,Knoxville,TN,,x,,,,
2/5/2018,1329,CHEROKEE BLVD,1329 CHEROKEE BLVD,Knoxville,TN,,x,,,,
2/5/2018,1410,TAYLOR RD,1410 TAYLOR RD,Knoxville,TN,,x ,,,,
2/5/2018,1429,FRANCIS STATION DR,1429 FRANCIS STATION DR,Knoxville,TN,,x ,,,,
2/5/2018,1514,AGAWELA AVE,1514 AGAWELA AVE,Knoxville,TN,,x,,,,
2/5/2018,1543,BANYAN LN,1543 BANYAN LN,Knoxville,TN,x ,,,,,
2/5/2018,1615,BRADSHAW GARDEN DR,1615 BRADSHAW GARDEN DR,Knoxville,TN,,x,,,,
2/5/2018,1641,SUNDROP DR,1641 SUNDROP DR,Knoxville,TN,x ,,,,,
2/5/2018,1709,WHITEPINE CIR,1709 WHITEPINE CIR,Knoxville,TN,x ,,,,,
2/5/2018,1722,HAZEN ST,1722 HAZEN ST,Knoxville,TN,,x,,,,
2/5/2018,1804,EARL AVE,1804 EARL AVE,Knoxville,TN,,x,,,,
2/5/2018,1844,ELMHURST WAY,1844 ELMHURST WAY,Knoxville,TN,x ,,,20 or more bag of trash on ground ,,
2/5/2018,1911,HOUSTONIA DR,1911 HOUSTONIA DR,Knoxville,TN,,x ,,,,
2/5/2018,1931,MAPLEWOOD DR,1931 MAPLEWOOD DR,Knoxville,TN,,x ,,,,
2/5/2018,2006,COUNTRYHILL LN,2006 COUNTRYHILL LN,Knoxville,TN,x,,,extra trash on ground ,,
2/5/2018,2021,WOODROW DR,2021 WOODROW DR,Knoxville,TN,x ,,,,,
2/5/2018,2101,TORCH LIGHT LN,2101 TORCH LIGHT LN,Knoxville,TN,,X,,,,
2/5/2018,2116,NORVELL DR,2116 NORVELL DR,Knoxville,TN,,x ,,,,
2/5/2018,2200,ANTIETAM RD,2200 ANTIETAM RD,Knoxville,TN,X ,,,bags on ground ,,
2/5/2018,2214,HIGHLAND DR,2214 HIGHLAND DR,Knoxville,TN,,x,,,,
2/5/2018,2241,BROOKS AVE,2241 BROOKS AVE,Knoxville,TN,,x ,,,,
2/5/2018,2308,ROSANN LN,2308 ROSANN LN,Knoxville,TN,,x ,,,,
2/5/2018,2322,DANDRIDGE AVE,2322 DANDRIDGE AVE,Knoxville,TN,,x,,,,
2/5/2018,2402,ATCHLEY ST,2402 ATCHLEY ST,Knoxville,TN,x ,,,,,
2/5/2018,2422,CRESTPARK RD,2422 CRESTPARK RD,Knoxville,TN,,x,,,,
2/5/2018,2475,MAPLE CREST LN,2475 MAPLE CREST LN,Knoxville,TN,,x,,,,
2/5/2018,2518,GLEN MEADOW RD,2518 GLEN MEADOW RD,Knoxville,TN,,x,,,,
2/5/2018,2601,HAWK CREST LN,2601 HAWK CREST LN,Knoxville,TN,x ,,,5 ex personal toters ,,
2/5/2018,2631,BAFFORD PL,2631 BAFFORD PL,Knoxville,TN,,,x,,,
2/5/2018,2716,KEYSTONE AVE,2716 KEYSTONE AVE,Knoxville,TN,x,,,,,
2/5/2018,2809,NICKLE RD,2809 NICKLE RD,Knoxville,TN,,x ,,,,
2/5/2018,2841,GIBBS DR ,2841 GIBBS DR ,Knoxville,TN,x ,,,,,
2/5/2018,2914,ARBOR PL,2914 ARBOR PL,Knoxville,TN,x,,,personal can ,,
2/5/2018,2950,FOUNTAIN PARK BLVD,2950 FOUNTAIN PARK BLVD,Knoxville,TN,,x ,,,,
2/5/2018,3027,OAKLEIGH TOWNSHIP DR ,3027 OAKLEIGH TOWNSHIP DR ,Knoxville,TN,x ,,,,,
2/5/2018,3107,SANDALWOOD RD,3107 SANDALWOOD RD,Knoxville,TN,,x,,,,
2/5/2018,3121,E 5TH AVE,3121 E 5TH AVE,Knoxville,TN,,x,,,,
2/5/2018,3205,DEER LAKE DR,3205 DEER LAKE DR,Knoxville,TN,,x,,,,
2/5/2018,3227,E FIFTH AVE,3227 E FIFTH AVE,Knoxville,TN,,x ,,,,
2/5/2018,3312,KENILWORTH LN,3312 KENILWORTH LN,Knoxville,TN,,x ,,,,
2/5/2018,3369,CUMMINS LN,3369 CUMMINS LN,Knoxville,TN,,x,,,,
2/5/2018,3423,MAPLE GROVE WAY,3423 MAPLE GROVE WAY,Knoxville,TN,x,,,,,
2/5/2018,3512,ACORN WOODS WAY,3512 ACORN WOODS WAY,Knoxville,TN,x,,,bags,,
2/5/2018,3612,ALPINE DR,3612 ALPINE DR,Knoxville,TN,,x,,,,
2/5/2018,3713,ALPINE DR,3713 ALPINE DR,Knoxville,TN,,x,,,,
2/5/2018,3810,BLACK OAK RIDGE DR,3810 BLACK OAK RIDGE DR,Knoxville,TN,,x,,,,
2/5/2018,3900,PROBUS RD,3900 PROBUS RD,Knoxville,TN,,x,,,,
2/5/2018,3930,VALLEY VIEW DR,3930 VALLEY VIEW DR,Knoxville,TN,,x,,,,
2/5/2018,4019,GARDEN DR,4019 GARDEN DR,Knoxville,TN,,x,,,,
2/5/2018,4108,OAKLAND DR,4108 OAKLAND DR,Knoxville,TN,,x,,,,
2/5/2018,4147,BUFFAT MILL RD,4147 BUFFAT MILL RD,Knoxville,TN,,x ,,,,
2/5/2018,4212,CHINKAPIN LN,4212 CHINKAPIN LN,Knoxville,TN,x ,,,5 pizza boxes ,,
2/5/2018,4300,MCKAMEY RD,4300 MCKAMEY RD,Knoxville,TN,,x,,,,
2/5/2018,4312,HIGH SCHOOL RD,4312 HIGH SCHOOL RD,Knoxville,TN,,x,,,,
2/5/2018,4400,LEE RD,4400 LEE RD,Knoxville,TN,,x,,,,
2/5/2018,4414,E SCARLETT LN,4414 E SCARLETT LN,Knoxville,TN,,x,,,,
2/5/2018,4505,HOLSTON HILLS RD,4505 HOLSTON HILLS RD,Knoxville,TN,,x,,4 apartments not out ,,
2/5/2018,4601,CORBITT DR,4601 CORBITT DR,Knoxville,TN,x,,,mattress and armoire,,
2/5/2018,4628,RIDGEDALE RD,4628 RIDGEDALE RD,Knoxville,TN,,x,,whole st not out ,,
2/5/2018,4720,WEST SUNSET RD,4720 WEST SUNSET RD,Knoxville,TN,,x,,,,
2/5/2018,4813,LAURELWOOD RD,4813 LAURELWOOD RD,Knoxville,TN,,x,,,,
2/5/2018,4909,JONQUIL DR,4909 JONQUIL DR,Knoxville,TN,,x,,,,
2/5/2018,5003,FIELDCREST LN,5003 FIELDCREST LN,Knoxville,TN,,x,,,,
2/5/2018,5032,SULLIVAN RD,5032 SULLIVAN RD,Knoxville,TN,x,,,,,
2/5/2018,5122,KOHLMIER RD ,5122 KOHLMIER RD ,Knoxville,TN,x,,,const material ,,
2/5/2018,5213,MOHAWK DR,5213 MOHAWK DR,Knoxville,TN,x,,,,,
2/5/2018,5305,DAPHNE DR,5305 DAPHNE DR,Knoxville,TN,,x,,,,
2/5/2018,5342,AMHERST WOODS LN,5342 AMHERST WOODS LN,Knoxville,TN,,,x,,,
2/5/2018,5413,DOGWOOD DR,5413 DOGWOOD DR,Knoxville,TN,,x,,,,
2/5/2018,5502,WIL LOYD RD,5502 WIL LOYD RD,Knoxville,TN,,x,,,,
2/5/2018,5520,CRESTWOOD RD,5520 CRESTWOOD RD,Knoxville,TN,,x,,,,
2/5/2018,5610,COLLETTE RD,5610 COLLETTE RD,Knoxville,TN,,x,,,,
2/5/2018,5700,BRIERCLIFF RD,5700 BRIERCLIFF RD,Knoxville,TN,,x,,,,
2/5/2018,5714,JACKSBORO PIKE,5714 JACKSBORO PIKE,Knoxville,TN,,x,,,,
2/5/2018,5805,GREEN VALLEY DR ,5805 GREEN VALLEY DR ,Knoxville,TN,,x,,,,
2/5/2018,5851,METROPOLITAN WAY ,5851 METROPOLITAN WAY ,Knoxville,TN,,x,,,,
2/5/2018,5917,GROVE DR,5917 GROVE DR,Knoxville,TN,,x,,,,
2/5/2018,6000,MEADOW OAK LN,6000 MEADOW OAK LN,Knoxville,TN,,x,,,,
2/5/2018,6027,GROVE DR,6027 GROVE DR,Knoxville,TN,,x,,,,
2/5/2018,6120,WINTER GARDEN WAY,6120 WINTER GARDEN WAY,Knoxville,TN,,x,,,,
2/5/2018,6313,CADBURY DR,6313 CADBURY DR,Knoxville,TN,,x,,,,
2/5/2018,6521,TEWKSBURY DR,6521 TEWKSBURY DR,Knoxville,TN,,x,,,,
2/5/2018,6709,PHEASANT LN,6709 PHEASANT LN,Knoxville,TN,,x,,,,
2/5/2018,6901,SHERWOOD DR,6901 SHERWOOD DR,Knoxville,TN,,x,,,,
2/5/2018,7017,ROTHERWOOD DR,7017 ROTHERWOOD DR,Knoxville,TN,,x,,,,
2/5/2018,7117,SHERWOOD DR,7117 SHERWOOD DR,Knoxville,TN,,x,,,,
2/5/2018,7238,WINCHESTER DR,7238 WINCHESTER DR,Knoxville,TN,x,,,,,
2/5/2018,7352,MISTY MEADOW PL,7352 MISTY MEADOW PL,Knoxville,TN,,,,,,
2/5/2018,7540,CHATHAM CIR,7540 CHATHAM CIR,Knoxville,TN,,x,,,,
2/5/2018,7726,ESTER WAY,7726 ESTER WAY,Knoxville,TN,,x,,,,
2/5/2018,7914,GLEASON DR,7914 GLEASON DR,Knoxville,TN,,X,,,,
2/5/2018,8050,ELLISVILLE LN,8050 ELLISVILLE LN,Knoxville,TN,,x,,,,
2/5/2018,8318,GLENROTHES BLVD,8318 GLENROTHES BLVD,Knoxville,TN,,x,,,,
2/5/2018,3005 #8,CONNER DR,3005 #8 CONNER DR,Knoxville,TN,,x,,,,
2/6/2018,102,LAPSLEY PL,102 LAPSLEY PL,Knoxville,TN,,x,,,,
2/6/2018,114,S BERTRAND ST,114 S BERTRAND ST,Knoxville,TN,,x,,,,
2/6/2018,127,OLDHAM AVE,127 OLDHAM AVE,Knoxville,TN,,x,,,,
2/6/2018,201,E BAXTER AVE,201 E BAXTER AVE,Knoxville,TN,x,,,,,
2/6/2018,208,GLENHAVEN RD,208 GLENHAVEN RD,Knoxville,TN,,x,,,,
2/6/2018,217,BEECHWOOD DR,217 BEECHWOOD DR,Knoxville,TN,,x,,,,
2/6/2018,228,TALL OAKS DR,228 TALL OAKS DR,Knoxville,TN,,x,,,,
2/6/2018,301,WOODLAWN PIKE,301 WOODLAWN PIKE,Knoxville,TN,,x,,,,
